City ID,City,Country,Date,Lat,Lng,Current Temp,Max Temp,Humidity (%),Cloudiness (%),Wind Speed (mph)
273,Saint George,US,1599440580,37.1,-113.58,107.71,109.4,6,1,18.34
274,Talcahuano,CL,1599440543,-36.72,-73.12,53.6,53.6,87,0,2.24
275,Lydenburg,ZA,1599440581,-25.1,30.46,42.66,51.01,82,0,0.2
276,San Cristobal,VE,1599440529,7.77,-72.22,67.23,67.23,87,19,2.66
277,São João da Barra,BR,1599440429,-21.64,-41.05,72.95,72.95,87,0,16.78
278,Turaif,SA,1599440582,31.67,38.66,82.4,82.4,20,0,2.24
279,Touros,BR,1599440582,-5.2,-35.46,75.2,75.2,78,0,5.82
280,Engenheiro Beltrão,BR,1599440582,-23.8,-52.27,70.74,70.74,48,0,3.06
281,Sur,OM,1599440583,22.57,59.53,82.53,82.53,61,0,7.74
282,Nanchang,CN,1599440583,28.68,115.88,81.23,81.23,60,0,4.0
283,Grindavik,IS,1599440479,63.84,-22.43,50.0,50.0,100,90,18.34
284,Chokurdakh,RU,1599440584,70.63,147.92,50.25,50.25,49,9,9.48
285,Channel-Port aux Basques,CA,1599440584,47.57,-59.14,56.12,56.12,83,0,7.67
286,Carnduff,CA,1599440584,49.17,-101.8,55.99,55.99,56,100,11.01
287,Cabo San Lucas,MX,1599440398,22.89,-109.91,83.66,84.99,69,40,6.93
288,Liverpool,GB,1599440461,53.41,-2.98,54.77,55.99,67,100,5.26
289,Mirny,RU,1599440585,62.54,113.96,44.6,44.6,87,40,6.71
290,Koutsouras,GR,1599440585,35.03,25.95,75.0,75.0,60,0,8.01
291,Laredo,US,1599440365,27.51,-99.51,78.8,78.8,78,20,5.41
292,Egvekinot,RU,1599440586,66.32,-179.17,44.8,44.8,57,100,2.24
293,Mabama,TZ,1599440586,-5.13,32.53,65.95,65.95,57,97,5.88
294,San Ramon,US,1599440586,37.78,-121.98,107.71,111.0,13,90,5.82
295,Krasnosel'kup,RU,1599440587,65.7,82.47,43.05,43.05,85,0,4.61
296,Muscat,OM,1599440520,23.61,58.59,84.2,84.2,79,0,1.12
297,Haapiti,PF,1599440587,-17.57,-149.87,84.2,84.2,70,75,5.82
298,Longonjo,AO,1599440588,-12.91,15.25,56.12,56.12,81,0,0.6
299,Sakakah,SA,1599440588,29.97,40.21,84.2,84.2,14,0,4.7
300,Aksu,CN,1599440589,41.12,80.26,67.03,67.03,49,0,3.85
301,Giraldo,CO,1599440590,6.68,-75.99,51.15,51.15,100,95,3.2
302,Bowen,AU,1599440590,-20.02,148.23,77.0,77.0,61,40,20.8
303,Najrān,SA,1599440590,17.49,44.13,75.2,75.2,25,89,4.7
304,Licata,IT,1599440591,37.11,13.95,71.22,73.4,83,68,5.82
305,Bilibino,RU,1599440591,68.05,166.44,45.46,45.46,57,1,4.27
306,Lakatoro,VU,1599440591,-16.1,167.42,80.62,80.62,71,94,11.83
307,Eyl,SO,1599440592,7.98,49.82,75.16,75.16,78,100,20.67
308,Haines Junction,CA,1599440575,60.75,-137.51,60.42,60.42,33,6,4.52
309,Petropavlovsk-Kamchatskiy,RU,1599440592,53.05,158.65,62.6,62.6,72,40,2.24
310,Soyo,AO,1599440593,-6.13,12.37,72.36,72.36,90,38,9.4
311,São José da Coroa Grande,BR,1599440531,-8.9,-35.15,73.56,73.56,77,1,8.55
312,Parrita,CR,1599440593,9.52,-84.32,68.61,69.8,94,75,4.7
313,Petropavlovka,RU,1599440593,50.61,105.32,52.97,52.97,71,0,2.24
314,Levokumskoye,RU,1599440594,44.82,44.66,65.7,65.7,76,74,6.6
315,Fayaoué,NC,1599440594,-20.65,166.53,74.07,74.07,73,100,15.39
316,Emerald,AU,1599440594,-23.53,148.17,76.55,77.0,47,75,21.92
317,Kamwenge,UG,1599440595,0.19,30.45,63.7,63.7,95,100,2.21
318,Tocopilla,CL,1599440595,-22.09,-70.2,61.72,61.72,59,22,8.14
319,Burnie,AU,1599440595,-41.07,145.92,57.99,57.99,56,3,13.0
320,Ancud,CL,1599440596,-41.87,-73.82,43.45,44.01,89,0,1.99
321,Mosquera,CO,1599440596,4.71,-74.23,53.6,53.6,87,20,5.82
322,Bodden Town,KY,1599440596,19.28,-81.25,83.44,84.2,83,20,9.84
323,Thinadhoo,MV,1599440597,0.53,72.93,82.53,82.53,73,100,9.22
324,Port Blair,IN,1599440597,11.67,92.75,83.08,83.08,78,100,5.86
325,Viedma,AR,1599440598,-40.81,-63.0,50.0,50.0,65,0,1.99
326,Uíge,AO,1599440598,-7.61,15.06,68.52,68.52,86,83,3.65
327,Mont-Dore,NC,1599440598,-22.28,166.58,75.99,75.99,99,100,11.25
328,Nizhniy Tsasuchey,RU,1599440599,50.52,115.13,62.1,62.1,71,100,5.44
329,Talaya,RU,1599440599,61.38,152.75,50.2,50.2,67,99,3.83
330,Damaturu,NG,1599440600,11.75,11.96,74.39,74.39,82,100,3.69
331,Rawson,AR,1599440600,-43.3,-65.1,51.98,51.98,54,0,8.66
332,Mushie,CD,1599440600,-3.02,16.9,74.34,74.34,83,100,3.13
333,Guilin,CN,1599440601,25.28,110.29,77.0,77.0,94,75,4.47
334,Sitka,US,1599440601,57.05,-135.33,62.6,62.6,72,75,3.36
335,Denizli Province,TR,1599440601,37.84,29.07,60.8,60.8,55,0,6.93
336,Arrondissement de Dreux,FR,1599440601,48.67,1.25,50.99,52.0,93,0,2.24
337,College,US,1599440602,64.86,-147.8,61.25,64.4,36,75,13.87
338,Cervo,ES,1599440602,43.67,-7.41,61.32,63.0,1,99,17.0
339,Brae,GB,1599440574,60.4,-1.35,51.8,51.8,76,100,17.22
340,Chumikan,RU,1599440603,54.72,135.31,57.51,57.51,88,74,8.61
341,Kidal,ML,1599440603,18.44,1.41,85.08,85.08,42,0,6.49
342,Constitución,CL,1599440604,-35.33,-72.42,50.92,50.92,83,0,7.07
343,Beringovskiy,RU,1599440604,63.05,179.32,48.67,48.67,76,62,7.9
344,Kindu,CD,1599440604,-2.95,25.95,69.26,69.26,93,57,2.21
345,Wakuya,JP,1599440604,38.53,141.13,84.2,84.2,70,75,10.29
346,Fare,PF,1599440605,-16.7,-151.02,78.53,78.53,76,100,10.04
347,Kovernino,RU,1599440605,57.13,43.81,58.71,58.71,70,100,5.59
348,Katobu,ID,1599440605,-4.94,122.53,81.45,81.45,70,82,7.81
349,Coos Bay,US,1599440423,43.37,-124.22,63.37,71.01,77,1,26.4
350,Hualmay,PE,1599440607,-11.1,-77.61,60.53,60.53,83,100,8.9
351,Yankton,US,1599440607,42.87,-97.4,82.4,82.4,39,1,12.75
352,Collierville,US,1599440608,35.04,-89.66,80.47,82.4,58,20,3.36
353,Pisco,PE,1599440608,-13.7,-76.22,60.8,60.8,82,76,17.22
354,Ilhabela,BR,1599440468,-23.78,-45.36,70.0,70.0,89,5,3.56
355,Nara,JP,1599440469,34.69,135.8,88.75,91.4,70,75,14.99
356,Mehamn,NO,1599440609,71.04,27.85,48.96,48.96,90,100,24.45
357,Sisimiut,GL,1599440609,66.94,-53.67,38.95,38.95,73,19,12.66
358,Cayenne,GF,1599440408,4.93,-52.33,80.6,80.6,88,15,3.36
359,Broken Hill,AU,1599440610,-31.95,141.43,69.8,69.8,26,0,16.11
360,Valparaíso,CL,1599440420,-33.04,-71.63,55.4,55.4,76,27,5.82
361,Morros,BR,1599440610,-9.45,-46.3,72.5,72.5,26,0,4.61
362,Kirakira,SB,1599440611,-10.45,161.92,78.73,78.73,85,98,7.63
363,Jiuquan,CN,1599440611,39.74,98.52,69.26,69.26,24,0,2.86
364,Eureka,US,1599440611,40.8,-124.16,71.74,73.4,64,1,4.7
365,Pinawa,CA,1599440612,50.15,-95.88,49.35,49.35,79,100,19.42
366,Kitimat,CA,1599440612,54.05,-128.65,60.8,60.8,93,75,2.24
367,São Joaquim,BR,1599440612,-28.29,-49.93,49.15,49.15,99,100,1.43
368,Torbay,CA,1599440479,47.67,-52.73,56.68,59.0,71,20,10.29
369,Kanigoro,ID,1599440613,-8.13,112.22,80.46,80.46,68,34,8.84
370,Sampit,ID,1599440613,-2.53,112.95,78.84,78.84,90,100,2.98
371,Padang,ID,1599440613,-0.95,100.35,79.92,79.92,72,13,3.89
372,Puerto Colombia,CO,1599440614,10.99,-74.95,75.2,75.2,100,40,2.24
373,Taoudenni,ML,1599440614,22.68,-3.98,95.63,95.63,17,0,11.86
374,Coahuayana Viejo,MX,1599440614,18.73,-103.68,73.4,73.4,78,90,17.22
375,Ayan,RU,1599440614,56.45,138.17,56.23,56.23,86,96,7.11
376,Vardø,NO,1599440615,70.37,31.11,50.77,50.77,85,82,12.48
377,Dickinson,US,1599440615,29.46,-95.05,83.28,84.99,66,75,8.05
378,Mercedes,AR,1599440615,-34.65,-59.43,47.68,48.0,81,0,1.99
379,Cocoa Beach,US,1599440401,28.32,-80.61,79.3,82.0,78,40,6.93
380,Prainha,BR,1599440616,-1.8,-53.48,77.81,77.81,76,17,1.54
381,Deputatsky,RU,1599440616,69.3,139.9,41.07,41.07,95,100,3.47
382,Ballina,AU,1599440617,-28.87,153.57,68.27,71.6,56,75,9.17
383,Tucuruí,BR,1599440617,-3.77,-49.67,80.62,80.62,53,0,1.43
384,Uinskoye,RU,1599440617,56.88,56.58,47.62,47.62,94,0,4.88
385,Linqing,CN,1599440618,36.85,115.71,78.89,78.89,62,0,7.85
386,Shache,CN,1599440618,38.42,77.24,65.1,65.1,34,100,1.79
387,Upington,ZA,1599440618,-28.45,21.26,51.8,51.8,36,0,3.36
388,Hendek,TR,1599440619,40.8,30.75,57.2,57.2,100,0,2.06
389,Palmer,US,1599440537,42.16,-72.33,63.54,66.99,82,20,4.36
390,General Roca,AR,1599440550,-39.03,-67.58,52.56,52.56,62,0,16.6
391,Nabire,ID,1599440589,-3.37,135.48,83.19,83.19,79,2,4.41
392,Anchorage,US,1599440441,61.22,-149.9,57.15,59.0,58,75,3.36
393,Aswān,EG,1599440620,24.09,32.91,92.55,92.55,23,0,11.56
394,Auki,SB,1599440620,-8.77,160.7,84.78,84.78,71,9,2.33
395,Port Augusta,AU,1599440620,-32.5,137.77,77.0,77.0,24,0,28.86
396,Sovetskiy,RU,1599440621,61.36,63.58,43.05,43.05,85,0,3.85
397,Klamath Falls,US,1599440621,42.22,-121.78,92.35,95.0,13,1,17.22
398,Makokou,GA,1599440621,0.57,12.86,67.66,67.66,96,100,3.29
399,Biltine,TD,1599440622,14.53,20.92,77.05,77.05,76,0,4.7
400,Polessk,RU,1599440623,54.86,21.1,53.6,53.6,93,40,6.71
401,Mahon,ES,1599440623,39.89,4.27,73.4,73.4,64,98,17.22
402,Vinh Long,VN,1599440336,10.25,105.97,82.4,82.4,88,20,1.12
403,Inongo,CD,1599440624,-1.95,18.27,68.16,68.16,92,25,1.81
404,Igarka,RU,1599440624,67.47,86.58,45.12,45.12,85,100,6.89
405,Okhotsk,RU,1599440624,59.38,143.3,52.61,52.61,93,100,7.34
406,Blyznyuky,UA,1599440625,48.86,36.56,60.87,60.87,33,90,7.34
407,Carutapera,BR,1599440567,-1.2,-46.02,76.3,76.3,82,0,5.17
408,Kudahuvadhoo,MV,1599440451,2.67,72.89,82.42,82.42,75,100,13.04
409,Birjand,IR,1599440625,32.87,59.22,60.8,60.8,26,0,4.7
410,Pandan,PH,1599440626,14.05,124.17,87.26,87.26,65,100,3.74
411,Khalkhāl,IR,1599440626,37.62,48.53,63.14,63.14,43,5,2.1
412,Yanam,IN,1599440626,16.73,82.22,80.6,80.6,88,20,1.3
413,Hong Kong,HK,1599440627,22.29,114.16,81.1,82.99,88,40,2.24
414,Bull Savanna,JM,1599440627,17.89,-77.59,78.21,78.21,87,100,7.31
415,Eganville,CA,1599440627,45.53,-77.1,56.03,60.8,77,1,7.83
416,Dingle,PH,1599440628,11.0,122.67,85.32,85.32,75,91,2.37
417,Vrangel',RU,1599440628,42.73,133.08,64.87,64.87,83,100,9.66
418,Pemba,MZ,1599440628,-12.97,40.52,70.32,70.32,82,1,13.24
419,Raudeberg,NO,1599440629,61.99,5.14,51.01,51.01,92,75,13.78
420,Biak,ID,1599440550,-0.91,122.88,77.0,77.0,86,100,8.81
421,Russell,US,1599440417,32.35,-85.2,81.43,84.2,48,1,5.82
422,Wunstorf,DE,1599440629,52.43,9.42,54.82,55.4,87,75,2.24
423,Colares,PT,1599440629,38.8,-9.45,72.99,75.99,49,0,7.0
424,Port Keats,AU,1599440630,-14.25,129.55,88.14,88.14,40,100,6.17
425,Hamamatsu,JP,1599440630,34.7,137.73,89.74,90.0,82,92,8.01
426,Wattegama,LK,1599440631,6.8,81.48,75.2,75.2,88,90,5.82
427,Belmonte,BR,1599440631,-15.86,-38.88,75.2,75.2,83,75,6.93
428,Kyra,RU,1599440631,49.58,111.98,57.2,57.2,72,0,3.67
429,Terråk,NO,1599440632,65.09,12.37,50.0,50.0,100,72,2.24
430,Beihai,CN,1599440395,21.48,109.1,86.88,86.88,73,100,8.34
431,Rajapalaiyam,IN,1599440632,9.45,77.57,77.38,77.38,71,4,5.44
432,Kodinsk,RU,1599440633,58.69,99.18,51.19,51.19,65,0,4.45
433,Derzhavīnsk,KZ,1599440633,51.1,66.32,49.5,49.5,79,0,10.45
434,Galle,LK,1599440633,6.04,80.22,79.9,79.9,81,100,11.21
435,Omboué,GA,1599440634,-1.57,9.26,73.76,73.76,81,35,6.67
436,Soe,ID,1599440634,-9.86,124.28,77.18,77.18,47,41,9.66
437,Vestmannaeyjar,IS,1599440634,63.44,-20.27,52.11,52.11,91,100,24.65
438,Yemtsa,RU,1599440635,63.07,40.33,57.06,57.06,97,100,6.53
439,Leningradskiy,RU,1599440473,69.38,178.42,46.2,46.2,60,0,9.89
440,Makkah al Mukarramah,SA,1599440635,21.43,39.83,87.24,87.24,32,0,3.2
441,Amalāpuram,IN,1599440635,16.58,82.02,80.6,80.6,88,20,1.34
442,Lake Shasta,US,1599440636,40.68,-122.37,100.62,109.4,12,1,5.82
443,Arica,CL,1599440632,-18.48,-70.3,60.01,60.01,75,100,1.01
444,Miraflores,MX,1599440636,19.22,-98.81,70.25,71.6,46,75,16.11
445,Bowling Green,US,1599440517,36.99,-86.44,74.84,78.8,57,1,6.93
446,San Martín,AR,1599440637,-33.08,-68.47,53.6,53.6,58,100,4.85
447,La Ronge,CA,1599440595,55.1,-105.28,48.2,48.2,57,75,9.17
448,Abu Dhabi,AE,1599440637,24.47,54.37,85.23,86.0,84,0,4.7
449,Arrondissement de Brive-la-Gaillarde,FR,1599440637,45.25,1.5,50.99,53.01,82,0,1.01
450,Riachão das Neves,BR,1599440481,-11.75,-44.91,70.81,70.81,33,0,0.65
451,Novonukutskiy,RU,1599440639,53.7,102.71,52.38,52.38,76,5,12.37
452,Saldanha,ZA,1599440572,-33.01,17.94,51.8,51.8,76,0,2.24
453,Pingyi,CN,1599440639,35.5,117.63,77.86,77.86,63,0,4.85
454,Rio Grande,BR,1599440640,-32.03,-52.1,55.99,55.99,84,100,1.01
455,Seydi,TM,1599440640,39.48,62.91,57.42,57.42,35,0,14.41
456,Marsh Harbour,BS,1599440640,26.54,-77.06,84.07,84.07,73,97,10.45
457,Los Aquijes,PE,1599440641,-14.1,-75.69,60.8,60.8,82,1,17.22
458,Alamosa,US,1599440641,37.47,-105.87,75.36,80.6,14,1,4.7
459,Jalu,LY,1599440641,29.03,21.55,73.89,73.89,56,0,10.27
460,Maniitsoq,GL,1599440642,65.42,-52.9,40.69,40.69,75,0,25.75
461,Labuhan,ID,1599440632,-6.88,112.21,81.97,81.97,69,30,8.3
462,Praia,CV,1599440563,14.92,-23.51,78.8,78.8,83,20,3.36
463,Margate,GB,1599440553,51.38,1.39,55.49,61.0,79,60,5.48
464,Tevaitoa,PF,1599440643,-16.78,-151.5,77.81,77.81,78,10,13.65
465,Dudinka,RU,1599440643,69.41,86.18,46.4,46.4,100,75,4.47
466,Kalevala,RU,1599440643,65.2,31.17,47.61,47.61,94,13,4.52
467,Novozaimka,RU,1599440643,56.49,66.92,41.07,41.07,85,0,10.51
468,Stodolishche,RU,1599440644,54.19,32.65,59.77,59.77,97,99,4.47
469,Ketchikan,US,1599440644,55.34,-131.65,63.68,64.4,72,40,11.41
470,San Quintín,MX,1599440644,30.48,-115.95,85.53,85.53,44,0,4.36
471,Steinbach am Taunus,DE,1599440645,50.17,8.57,53.55,59.0,87,69,1.12
472,Solenzo,BF,1599440645,12.18,-4.08,72.61,72.61,93,100,6.06
473,Manzhouli,CN,1599440645,49.6,117.43,64.33,64.33,64,43,3.71
474,Mali,GN,1599440646,12.08,-12.3,75.2,75.2,83,20,6.93
475,La Sierra,CO,1599440646,2.18,-76.76,58.69,58.69,86,100,3.4
476,Port-Cartier,CA,1599440646,50.03,-66.87,46.4,46.4,93,40,6.06
477,Chaplynka,UA,1599440647,46.37,33.54,65.55,65.55,68,0,8.3
478,Caxito,AO,1599440647,-8.58,13.66,71.6,71.6,88,75,2.24
479,Walvis Bay,NA,1599440647,-22.96,14.51,52.38,53.01,93,0,8.05
480,Clyde River,CA,1599440648,70.47,-68.59,37.4,37.4,77,20,16.11
481,Galeana,MX,1599440648,24.83,-100.07,63.41,63.41,88,100,4.92
482,Nhulunbuy,AU,1599440499,-12.23,136.77,86.0,86.0,58,40,17.22
483,Macamic,CA,1599440648,48.75,-79.0,57.2,57.2,62,90,11.41
484,Camocim,BR,1599440649,-2.9,-40.84,77.65,77.65,76,19,13.69
485,Belle Fourche,US,1599440649,44.67,-103.85,73.45,75.0,31,1,6.93
486,Toora-Khem,RU,1599440649,52.47,96.11,48.51,48.51,66,100,2.28
487,Nueve de Julio,AR,1599440650,-35.44,-60.88,48.99,48.99,71,7,1.01
488,Rey Bouba,CM,1599440650,8.67,14.18,72.25,72.25,95,100,1.79
489,Churapcha,RU,1599440650,62.0,132.43,47.14,47.14,86,100,8.68
490,Gornopravdinsk,RU,1599440556,60.05,69.9,46.17,46.17,95,99,6.53
491,Camrose,CA,1599440375,53.02,-112.84,55.0,55.0,58,100,1.99
492,Guane,CU,1599440651,22.2,-84.09,78.71,78.71,82,23,3.74
493,Saint-Félicien,CA,1599440651,48.65,-72.45,51.8,51.8,87,40,4.7
494,Tevriz,RU,1599440652,57.51,72.4,42.89,42.89,93,89,9.75
495,Fairbanks,US,1599440382,64.84,-147.72,61.3,64.4,34,20,10.29
496,Turzovka,SK,1599440652,49.4,18.62,54.66,55.4,93,90,3.36
497,Zhuhai,CN,1599440653,22.28,113.57,84.34,88.0,83,40,3.36
498,Yantal',RU,1599440653,56.85,105.25,51.01,51.01,65,0,3.27
499,Pangnirtung,CA,1599440653,66.15,-65.71,40.86,40.86,69,76,3.02
500,Yeppoon,AU,1599440654,-23.13,150.73,73.4,73.4,60,75,14.99
501,Kloulklubed,PW,1599440655,7.04,134.26,86.0,86.0,74,75,8.05
502,Chickasha,US,1599440433,35.05,-97.94,85.15,86.0,51,1,9.17
503,Belūsovka,KZ,1599440655,50.13,82.52,37.4,37.4,93,75,2.24
504,Quatre Cocos,MU,1599440656,-20.21,57.76,67.46,68.0,94,75,6.93
505,Koumac,NC,1599440656,-20.57,164.28,75.69,75.69,65,100,7.94
506,Baruun-Urt,MN,1599440657,46.68,113.28,60.06,60.06,66,0,7.61
507,Aljezur,PT,1599440657,37.32,-8.8,64.0,64.0,85,0,1.99
508,Ayagoz,KZ,1599440657,47.97,80.44,45.46,45.46,56,66,10.13
509,Neuquén,AR,1599440358,-38.95,-68.06,52.83,52.83,61,0,16.22
510,Taraz,KZ,1599440658,42.9,71.37,42.8,42.8,60,0,4.47
511,Port Lincoln,AU,1599440658,-34.73,135.87,70.12,70.12,35,100,29.24
512,Ust'-Ordynskiy,RU,1599440658,52.8,104.75,50.0,50.0,93,46,4.47
513,Ures,MX,1599440659,29.43,-110.4,99.0,100.0,48,0,13.0
514,Sainte-Luce,MQ,1599440364,14.47,-60.93,78.26,80.6,83,75,3.36
515,Zabaykal'sk,RU,1599440659,49.63,117.32,64.26,64.26,63,46,3.98
516,Darhan,MN,1599440660,49.49,105.92,52.81,52.81,76,0,3.11
517,Bījār,IR,1599440660,35.87,47.61,56.82,56.82,36,0,2.73
518,Faanui,PF,1599440660,-16.48,-151.75,78.19,78.19,76,9,11.21
519,Sai Buri,TH,1599440660,6.7,101.62,75.2,75.2,100,20,4.09
520,Byron Bay,AU,1599440661,-28.65,153.62,67.8,71.6,56,75,9.17
521,Ailigandí,PA,1599440661,9.23,-78.02,79.74,79.74,82,100,3.47
522,Upleta,IN,1599440661,21.73,70.28,78.82,78.82,87,41,4.12
523,Santa Maria,BR,1599440632,-29.68,-53.81,57.2,57.2,93,75,10.29
524,Hofn,IS,1599440662,64.25,-15.21,52.03,52.03,85,1,6.62
525,Brookhaven,US,1599440662,31.58,-90.44,77.67,80.01,90,0,1.48
526,Banmankhi,IN,1599440662,25.88,87.18,81.07,81.07,86,100,5.06
527,Tezu,IN,1599440615,27.92,96.17,77.0,77.0,77,99,1.43
528,Stăneşti,RO,1599440663,43.92,25.83,62.6,62.6,88,0,2.68
529,Alofi,NU,1599440663,-19.06,-169.92,75.2,75.2,53,75,19.46
530,Coihueco,CL,1599440664,-36.62,-71.83,53.6,53.6,81,0,5.82
531,Roquetas de Mar,ES,1599440664,36.76,-2.61,73.18,73.4,78,0,2.24
532,Salisbury,GB,1599440429,51.07,-1.8,48.83,51.8,100,47,3.36
533,Kizilskoye,RU,1599440665,52.73,58.89,49.14,49.14,84,0,4.29
534,Gamba,GA,1599440665,-2.65,10.0,73.54,73.54,83,54,6.17
535,Borisoglebskiy,RU,1599440666,57.26,39.15,53.6,53.6,81,97,6.13
536,Berdigestyakh,RU,1599440594,62.1,126.7,50.95,50.95,64,9,9.55
537,Xiaoweizhai,CN,1599440666,26.19,107.51,66.99,66.99,92,100,4.12
538,Palmas,BR,1599440667,-10.21,-48.36,82.4,82.4,37,15,6.93
539,San Ignacio,BZ,1599440605,17.16,-89.07,77.95,79.0,94,75,4.9
540,Camacha,PT,1599440580,33.08,-16.33,69.8,69.8,88,20,4.7
541,Tomball,US,1599440433,30.1,-95.62,79.09,81.0,88,40,1.72
542,Keta,GH,1599440667,5.92,0.99,77.0,77.0,88,40,10.29
543,Tsabong,BW,1599440668,-26.02,22.4,62.83,62.83,30,0,9.04
544,Moerai,PF,1599440668,-22.43,-151.33,69.12,69.12,86,100,11.72
545,Tiznit Province,MA,1599440668,29.58,-9.5,83.16,83.16,34,0,2.46
546,Taltal,CL,1599440445,-25.4,-70.48,55.9,55.9,71,0,4.14
